# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec  7 13:30:58 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_metratio,st_lum,rastr,ra,decstr,dec
Kepler-1365 b,Kepler-1365,7.69993485,0.075000,0.920,0.72100,0.000000,456.25,969,,5770.00,1.05,[Fe/H],0.425,19h28m47.92s,292.1996573,+42d02m45.58s,42.0459944
Kepler-1365 c,Kepler-1365,4.77468005,0.054500,0.800,0.43700,0.000000,864.04,1137,,5770.00,1.05,[Fe/H],0.425,19h28m47.92s,292.1996573,+42d02m45.58s,42.0459944
Kepler-1366 b,Kepler-1366,2.16457097,0.027300,1.430,2.63000,0.000000,134.98,783,,4070.00,0.60,[Fe/H],-0.996,19h00m15.57s,285.0648845,+41d33m17.45s,41.5548464
Kepler-1367 b,Kepler-1367,1.57409027,0.023600,0.920,0.72100,0.000000,225.23,998,,4106.00,0.60,[Fe/H],-0.905,19h13m40.00s,288.4166786,+47d52m43.43s,47.8787308
Kepler-1368 b,Kepler-1368,0.67564949,0.015300,1.650,3.36000,0.000000,4849.26,2085,,5906.00,1.08,[Fe/H],0.051,19h39m04.08s,294.7669795,+41d38m40.72s,41.6446434
Kepler-1369 b,Kepler-1369,25.87314800,0.174100,2.690,7.70000,0.000000,37.16,667,,5761.00,0.99,[Fe/H],-0.010,19h03m11.34s,285.7972604,+40d56m10.29s,40.9361923
Kepler-137 b,Kepler-137,8.43638700,0.077000,1.470,2.76000,0.000000,86.33,742,,5187.00,0.80,[Fe/H],-0.292,18h48m32.54s,282.1355875,+43d02m21.10s,43.0391951
Kepler-137 c,Kepler-137,18.73575300,0.130000,1.880,4.19000,0.000000,29.77,568,,5187.00,0.80,[Fe/H],-0.292,18h48m32.54s,282.1355875,+43d02m21.10s,43.0391951
Kepler-1370 b,Kepler-1370,20.26416840,0.149500,1.840,4.04000,0.000000,132.59,770,,6202.00,1.29,[Fe/H],0.458,18h58m15.77s,284.5656897,+41d46m42.52s,41.7784781
Kepler-1370 c,Kepler-1370,7.44142113,0.076700,1.270,2.15000,0.000000,503.72,1075,,6202.00,1.29,[Fe/H],0.458,18h58m15.77s,284.5656897,+41d46m42.52s,41.7784781
Kepler-1371 b,Kepler-1371,3.44620390,0.039300,0.730,0.31500,0.000000,414.76,1015,,5361.00,0.83,[Fe/H],-0.198,19h15m19.54s,288.8314251,+47d33m07.11s,47.5519753
Kepler-1371 c,Kepler-1371,2.00541269,0.027400,0.640,0.19600,0.000000,853.27,1216,,5361.00,0.83,[Fe/H],-0.198,19h15m19.54s,288.8314251,+47d33m07.11s,47.5519753
Kepler-1372 b,Kepler-1372,1.31155557,0.024000,1.270,2.15000,0.000000,2176.36,1655,,5677.00,0.97,[Fe/H],0.012,19h15m32.78s,288.8865895,+44d50m22.08s,44.8394672
Kepler-1373 b,Kepler-1373,1.29123275,0.024200,1.160,1.65000,0.000000,10436.60,1887,,6299.00,1.33,[Fe/H],0.774,19h03m00.49s,285.7520229,+39d14m57.02s,39.2491731
Kepler-1374 b,Kepler-1374,10.65276707,0.091800,2.290,5.86000,0.000000,59.79,737,,5323.00,0.81,[Fe/H],-0.368,19h25m23.99s,291.3499783,+45d10m20.11s,45.1722521
Kepler-1375 b,Kepler-1375,3.30041920,0.047100,1.740,3.68000,0.000000,2948.36,1543,,6704.00,1.78,[Fe/H],0.822,19h45m10.44s,296.2935173,+43d24m11.59s,43.4032189
Kepler-1376 b,Kepler-1376,5.30880656,0.059800,1.050,1.16000,0.000000,278.90,1042,,5659.00,0.97,[Fe/H],-0.071,19h07m50.02s,286.9584368,+42d32m29.07s,42.5414090
Kepler-1377 b,Kepler-1377,0.74092842,0.015300,1.250,2.10000,0.000000,2909.21,1873,,5218.00,0.82,[Fe/H],-0.293,19h16m46.90s,289.1954229,+46d39m05.78s,46.6516055
Kepler-1378 b,Kepler-1378,11.95398936,0.088500,2.200,5.48000,0.000000,14.87,525,,4407.00,0.67,[Fe/H],-0.903,19h49m29.62s,297.3734030,+40d21m59.03s,40.3663986
Kepler-1379 b,Kepler-1379,0.88184115,0.017100,1.300,2.24000,0.000000,1600.05,1564,,5188.00,0.79,[Fe/H],-0.403,19h34m40.91s,293.6704404,+41d24m36.76s,41.4102105
Kepler-138 b,Kepler-138,10.31340000,0.075300,0.640,0.07000,0.020000,9.90,452,M1 V,3841.00,0.54,[Fe/H],-1.252,19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645
Kepler-138 c,Kepler-138,13.78150000,0.091300,1.510,2.30000,0.017000,6.80,410,M1 V,3841.00,0.54,[Fe/H],-1.252,19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645
Kepler-138 d,Kepler-138,23.09230000,0.128800,1.510,2.10000,0.010000,3.40,345,M1 V,3841.00,0.54,[Fe/H],-1.252,19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645
Kepler-138 e,Kepler-138,38.23000000,0.180300,0.797,0.43000,0.112000,1.73,292,M1 V,3841.00,0.54,[Fe/H],-1.252,19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645
Kepler-1380 b,Kepler-1380,10.31082450,0.091700,1.430,2.63000,0.000000,90.10,786,,5570.00,0.94,[Fe/H],0.473,19h12m27.85s,288.1160421,+42d26m25.38s,42.4403832
Kepler-1381 b,Kepler-1381,25.38426860,0.172800,2.250,5.69000,0.000000,29.70,649,,5747.00,0.94,[Fe/H],-0.117,19h10m08.59s,287.5357911,+48d43m40.02s,48.7277830
Kepler-1382 b,Kepler-1382,16.35830550,0.140400,1.880,4.19000,0.000000,198.47,959,,6161.00,1.72,[Fe/H],0.572,19h41m30.58s,295.3774182,+39d02m52.93s,39.0480365
Kepler-1383 b,Kepler-1383,13.90935830,0.117900,1.410,2.57000,0.000000,231.40,928,,6370.00,1.44,[Fe/H],0.568,19h51m46.75s,297.9447714,+42d11m30.64s,42.1918449
Kepler-1384 b,Kepler-1384,15.36262753,0.112600,1.940,4.42000,0.000000,32.23,608,,4919.00,0.74,[Fe/H],-0.539,19h44m51.63s,296.2151275,+39d31m37.29s,39.5270248
Kepler-1385 b,Kepler-1385,2.88879862,0.041500,0.850,0.54300,0.000000,1591.48,1423,,5732.00,1.29,[Fe/H],0.450,18h50m31.53s,282.6313559,+46d28m51.68s,46.4810220
Kepler-1386 b,Kepler-1386,6.73972381,0.068000,1.240,2.07000,0.000000,196.53,1011,,5733.00,1.03,[Fe/H],0.009,18h43m17.61s,280.8233646,+42d38m09.79s,42.6360518
Kepler-1387 b,Kepler-1387,2.27952666,0.031000,0.930,0.74900,0.000000,300.31,1123,,5046.00,0.77,[Fe/H],-0.560,19h29m45.67s,292.4403029,+43d12m33.64s,43.2093456
Kepler-1388 b,Kepler-1388,12.28546030,0.088200,2.590,7.22000,0.000000,17.67,434,,4098.00,0.61,[Fe/H],-1.107,18h53m20.64s,283.3360156,+47d10m28.02s,47.1744499
Kepler-1388 c,Kepler-1388,5.53608151,0.051900,2.260,5.73000,0.000000,51.04,566,,4098.00,0.61,[Fe/H],-1.107,18h53m20.64s,283.3360156,+47d10m28.02s,47.1744499
Kepler-1388 d,Kepler-1388,20.95681580,0.126000,2.860,8.55000,0.000000,8.66,363,,4098.00,0.61,[Fe/H],-1.107,18h53m20.64s,283.3360156,+47d10m28.02s,47.1744499
Kepler-1388 e,Kepler-1388,37.63270840,0.186100,2.460,6.62000,0.000000,3.97,299,,4098.00,0.61,[Fe/H],-1.107,18h53m20.64s,283.3360156,+47d10m28.02s,47.1744499
Kepler-1389 b,Kepler-1389,99.25309510,0.386900,1.770,3.78000,0.000000,1.87,300,,5078.00,0.74,[Fe/H],-0.534,19h02m52.19s,285.7174414,+44d45m30.06s,44.7583487
Kepler-139 b,Kepler-139,15.77104400,0.127000,2.940,8.96000,0.000000,64.78,752,,5594.00,1.30,[Fe/H],0.016,18h49m34.07s,282.3919451,+43d53m21.90s,43.8894167
Kepler-139 c,Kepler-139,157.07287800,0.586000,3.380,11.40000,0.000000,3.02,350,,5594.00,1.30,[Fe/H],0.016,18h49m34.07s,282.3919451,+43d53m21.90s,43.8894167
Kepler-1390 b,Kepler-1390,6.48021673,0.066200,1.180,1.76000,0.000000,171.13,934,,5753.00,0.98,[Fe/H],-0.100,19h54m38.99s,298.6624419,+48d14m55.92s,48.2488659
Kepler-1391 b,Kepler-1391,54.40923330,0.276800,1.680,3.46000,0.000000,33.34,513,,5840.00,1.10,[Fe/H],0.439,19h39m19.43s,294.8309749,+46d39m34.48s,46.6595768
Kepler-1392 b,Kepler-1392,15.14103970,0.118900,1.960,4.50000,0.000000,61.42,714,,5479.00,0.85,[Fe/H],-0.231,19h15m04.08s,288.7669819,+46d23m40.02s,46.3944497
Kepler-1393 b,Kepler-1393,2.44357812,0.033700,0.800,0.43700,0.000000,574.37,1249,,5697.00,0.92,[Fe/H],0.151,18h57m50.27s,284.4594558,+40d08m32.91s,40.1424756
Kepler-1394 b,Kepler-1394,3.93766373,0.055500,1.390,2.51000,0.000000,2023.01,1947,,6481.00,2.55,[Fe/H],0.811,18h53m48.77s,283.4532068,+45d05m02.66s,45.0840729
Kepler-1395 b,Kepler-1395,3.78470649,0.049400,0.800,0.43700,0.000000,730.53,1311,,6138.00,1.23,[Fe/H],0.277,19h29m21.00s,292.3374945,+47d39m51.02s,47.6641732
Kepler-1396 b,Kepler-1396,18.22064210,0.140600,2.070,4.94000,0.000000,71.82,786,,6195.00,1.27,[Fe/H],0.204,19h37m20.73s,294.3363936,+44d55m05.63s,44.9182296
Kepler-1397 b,Kepler-1397,47.44995500,0.260200,1.720,3.61000,0.000000,58.10,551,,6026.00,1.12,[Fe/H],0.591,19h58m42.21s,299.6758812,+47d04m32.96s,47.0758234
Kepler-1398 b,Kepler-1398,2.78815679,0.039200,0.900,0.66600,0.000000,1249.49,1510,,6126.00,1.18,[Fe/H],0.312,19h39m27.87s,294.8661073,+48d38m20.37s,48.6389923
Kepler-1398 c,Kepler-1398,4.13827595,0.051000,1.030,1.08000,0.000000,738.18,1324,,6126.00,1.18,[Fe/H],0.312,19h39m27.87s,294.8661073,+48d38m20.37s,48.6389923
Kepler-1399 b,Kepler-1399,1.63865306,0.027600,1.250,2.10000,0.000000,1707.25,1610,,5735.00,0.96,[Fe/H],0.010,19h33m14.81s,293.3116962,+46d02m29.95s,46.0416516
Kepler-14 b,Kepler-14,6.79012300,0.077100,12.733,2669.66000,0.035000,1029.51,1605,,6395.00,2.05,[Fe/H],0.799,19h10m50.12s,287.7088140,+47d19m58.98s,47.3330500
Kepler-140 b,Kepler-140,3.25427000,0.045000,1.610,3.22000,0.000000,848.70,1301,,6077.00,1.29,[M/H],0.251,19h09m28.66s,287.3694056,+46d46m05.33s,46.7681473
Kepler-140 c,Kepler-140,91.35328200,0.414000,1.800,3.89000,0.000000,9.96,428,,6077.00,1.29,[M/H],0.251,19h09m28.66s,287.3694056,+46d46m05.33s,46.7681473
Kepler-1400 b,Kepler-1400,9.06689421,0.077100,1.620,3.26000,0.000000,44.52,725,,5044.00,0.78,[Fe/H],-0.578,19h05m05.20s,286.2716827,+45d26m26.90s,45.4408055
Kepler-1401 b,Kepler-1401,11.20066445,0.097500,1.680,3.46000,0.000000,100.91,808,,5964.00,1.10,[Fe/H],0.140,19h09m51.85s,287.4660334,+40d45m30.31s,40.7584200
Kepler-1402 b,Kepler-1402,2.03387914,0.032200,0.760,0.36300,0.000000,2491.12,1789,,5416.00,0.87,[Fe/H],0.448,19h27m23.48s,291.8478341,+48d58m05.40s,48.9681664
Kepler-1403 b,Kepler-1403,5.19492202,0.064000,2.140,5.22000,0.000000,699.64,1238,,6060.00,1.15,[Fe/H],0.372,19h23m28.23s,290.8676391,+38d57m36.28s,38.9600779
Kepler-1404 b,Kepler-1404,15.93147390,0.114300,2.010,4.70000,0.000000,39.00,596,,5261.00,0.80,[Fe/H],-0.370,19h44m02.28s,296.0094827,+50d29m54.21s,50.4983929
Kepler-1405 b,Kepler-1405,28.22741840,0.177800,3.960,14.90000,0.000000,33.80,565,,5925.00,1.07,[Fe/H],0.022,19h42m44.37s,295.6848822,+39d15m22.06s,39.2561274
Kepler-1406 b,Kepler-1406,11.62905828,0.098700,1.100,1.37000,0.000000,125.89,854,,5892.00,1.12,[Fe/H],0.135,19h28m19.65s,292.0818824,+38d54m53.81s,38.9149472
Kepler-1407 b,Kepler-1407,20.07115040,0.150200,2.250,5.69000,0.000000,78.67,826,,6010.00,1.15,[Fe/H],0.271,18h55m46.18s,283.9424274,+41d28m17.59s,41.4715535
Kepler-1408 b,Kepler-1408,2.99793191,0.042500,0.890,0.64000,0.000000,1982.27,1616,,6170.00,1.35,[Fe/H],0.579,18h50m47.97s,282.6998783,+45d25m32.84s,45.4257884
Kepler-1409 b,Kepler-1409,0.76486493,0.015200,1.040,1.12000,0.000000,1552.13,1733,,5160.00,0.79,[Fe/H],-0.422,19h20m20.34s,290.0847389,+51d12m31.01s,51.2086144
Kepler-141 b,Kepler-141,3.10767500,0.039000,0.690,0.25700,0.000000,228.66,968,,4910.00,0.79,[M/H],-0.446,19h51m52.97s,297.9707271,+47d43m53.77s,47.7316041
Kepler-141 c,Kepler-141,7.01060600,0.067000,1.410,2.57000,0.000000,77.41,738,,4910.00,0.79,[M/H],-0.446,19h51m52.97s,297.9707271,+47d43m53.77s,47.7316041
Kepler-1410 b,Kepler-1410,60.86616800,0.254300,1.780,3.82000,0.000000,1.06,290,,4092.00,0.60,[Fe/H],-1.158,19h22m02.47s,290.5102933,+38d44m36.60s,38.7435010
Kepler-1411 b,Kepler-1411,86.11508880,0.400100,2.820,8.35000,0.000000,8.93,441,,5664.00,0.92,[Fe/H],0.041,19h05m26.77s,286.3615236,+42d57m50.00s,42.9638889
Kepler-1412 b,Kepler-1412,3.61460510,0.046100,0.830,0.49800,0.000000,1087.78,1397,,5880.00,1.27,[Fe/H],0.383,19h28m43.24s,292.1801539,+49d12m08.93s,49.2024810
Kepler-1413 b,Kepler-1413,13.18296420,0.106600,1.820,3.97000,0.000000,42.83,661,,5196.00,0.80,[Fe/H],-0.391,19h37m21.99s,294.3416065,+46d29m55.54s,46.4987624
Kepler-1414 b,Kepler-1414,3.51576315,0.042600,1.230,2.04000,0.000000,209.46,1033,,4951.00,0.75,[Fe/H],-0.464,18h59m42.86s,284.9285796,+42d25m20.31s,42.4223085
Kepler-1415 b,Kepler-1415,0.63642408,0.014400,1.290,2.21000,0.000000,2138.08,1846,,5267.00,0.84,[Fe/H],-0.297,19h00m37.63s,285.1568015,+47d52m23.70s,47.8732512
Kepler-1416 b,Kepler-1416,1.49514952,0.025700,0.880,0.61500,0.000000,2658.55,1870,,6019.00,1.15,[Fe/H],0.284,19h54m39.23s,298.6634624,+43d53m38.61s,43.8940593
Kepler-1417 b,Kepler-1417,20.35052130,0.143100,1.000,0.97200,0.000000,114.33,695,,5839.00,1.02,[Fe/H],0.395,19h23m47.98s,290.9498966,+40d36m18.71s,40.6051970
Kepler-1418 b,Kepler-1418,22.47644250,0.131000,1.660,3.39000,0.000000,7.29,419,,4770.00,0.72,[Fe/H],-0.616,18h51m59.41s,282.9975322,+41d40m42.92s,41.6785900
Kepler-1419 b,Kepler-1419,42.52158950,0.239100,2.860,8.55000,0.000000,21.24,510,,5796.00,1.01,[Fe/H],0.042,19h29m01.10s,292.2545917,+37d58m16.95s,37.9713760
Kepler-142 b,Kepler-142,2.02415200,0.032000,1.990,4.62000,0.000000,1247.91,1597,,5790.00,1.27,[Fe/H],0.107,19h40m28.56s,295.1190067,+48d28m52.91s,48.4813635
Kepler-142 c,Kepler-142,4.76170200,0.057000,2.860,8.55000,0.000000,399.44,1201,,5790.00,1.27,[Fe/H],0.107,19h40m28.56s,295.1190067,+48d28m52.91s,48.4813635
Kepler-142 d,Kepler-142,41.80911800,0.242000,2.160,5.31000,0.000000,22.07,582,,5790.00,1.27,[Fe/H],0.107,19h40m28.56s,295.1190067,+48d28m52.91s,48.4813635
Kepler-1420 b,Kepler-1420,6.69960006,0.067100,1.280,2.18000,0.000000,131.53,806,,5187.00,0.79,[Fe/H],-0.232,19h44m48.93s,296.2038586,+42d46m40.14s,42.7778165
Kepler-1421 b,Kepler-1421,6.91311120,0.076200,0.930,0.74900,0.000000,649.15,1209,,6335.00,1.42,[Fe/H],0.599,19h06m19.35s,286.5806115,+48d32m39.23s,48.5442312
Kepler-1422 b,Kepler-1422,18.60519420,0.149900,2.020,4.74000,0.000000,156.90,833,,6194.00,1.23,[Fe/H],0.447,19h35m33.65s,293.8902214,+48d20m09.93s,48.3360926
Kepler-1423 b,Kepler-1423,23.95537800,0.158600,1.060,1.20000,0.000000,71.16,741,,4939.00,0.75,[Fe/H],-0.520,19h12m58.50s,288.2437481,+41d06m36.24s,41.1100655
Kepler-1424 b,Kepler-1424,29.60917440,0.186100,1.160,1.65000,0.000000,37.12,629,,5838.00,1.07,[Fe/H],0.271,19h23m58.00s,290.9916648,+40d13m45.60s,40.2293347
Kepler-1425 b,Kepler-1425,14.45413020,0.103800,0.940,0.77900,0.000000,216.41,676,,5718.00,0.95,[Fe/H],0.398,19h39m48.25s,294.9510368,+43d00m44.77s,43.0124348
Kepler-1426 b,Kepler-1426,14.25632270,0.118700,1.560,3.05000,0.000000,95.22,797,,5831.00,1.02,[Fe/H],0.035,19h30m10.97s,292.5457096,+49d25m00.83s,49.4168981
Kepler-1427 b,Kepler-1427,0.96897238,0.019700,1.100,1.37000,0.000000,2730.51,1844,,5793.00,1.01,[Fe/H],0.016,19h41m23.92s,295.3496546,+45d06m52.33s,45.1145372
Kepler-1428 b,Kepler-1428,10.67607169,0.105900,1.640,3.33000,0.000000,817.58,1049,,6184.00,1.36,[Fe/H],0.944,19h50m34.14s,297.6422563,+49d35m41.85s,49.5949580
Kepler-1429 b,Kepler-1429,4.48487493,0.055000,1.290,2.21000,0.000000,551.16,1199,,5902.00,1.07,[Fe/H],0.138,19h01m27.90s,285.3662532,+49d02m41.34s,49.0448172
Kepler-143 b,Kepler-143,16.00758300,0.127000,2.410,6.39000,0.000000,118.33,838,,5848.00,1.36,[M/H],0.294,19h52m16.24s,298.0676519,+49d24m45.15s,49.4125410
Kepler-143 c,Kepler-143,27.08251100,0.181000,3.370,11.30000,0.000000,58.70,703,,5848.00,1.36,[M/H],0.294,19h52m16.24s,298.0676519,+49d24m45.15s,49.4125410
Kepler-1430 b,Kepler-1430,2.46050993,0.030400,1.180,1.76000,0.000000,208.54,969,,4796.00,0.72,[Fe/H],-0.816,19h18m47.41s,289.6975391,+43d22m19.05s,43.3719581
Kepler-1431 b,Kepler-1431,5.86601526,0.064800,1.470,2.76000,0.000000,469.82,1064,,5806.00,1.03,[Fe/H],0.243,19h30m38.01s,292.6583919,+49d51m54.55s,49.8651522
Kepler-1432 b,Kepler-1432,23.91090110,0.169600,2.220,5.56000,0.000000,119.24,709,,6031.00,1.13,[Fe/H],0.449,19h42m05.78s,295.5241011,+49d49m46.28s,49.8295211
Kepler-1433 b,Kepler-1433,4.13592271,0.051600,1.560,3.05000,0.000000,535.42,1226,,6097.00,1.19,[Fe/H],0.247,19h09m27.23s,287.3634559,+49d27m24.71s,49.4568649
Kepler-1434 b,Kepler-1434,8.05333618,0.089400,1.110,1.41000,0.000000,925.29,1320,,6291.00,2.04,[Fe/H],0.862,19h42m09.23s,295.5384415,+51d12m10.80s,51.2030002
Kepler-1435 b,Kepler-1435,4.45343281,0.054600,0.860,0.56600,0.000000,893.89,1331,,6356.00,1.32,[Fe/H],0.468,19h24m41.59s,291.1732806,+44d55m15.90s,44.9210836
Kepler-1436 b,Kepler-1436,9.70571600,0.090700,1.310,2.27000,0.000000,772.08,1001,,5972.00,1.09,[Fe/H],0.801,19h50m50.77s,297.7115530,+46d46m04.73s,46.7679816
Kepler-1437 b,Kepler-1437,10.92954610,0.095100,1.370,2.45000,0.000000,83.14,770,,5557.00,0.90,[Fe/H],0.316,19h27m27.58s,291.8649164,+49d19m33.13s,49.3258690
Kepler-1438 b,Kepler-1438,2.31942009,0.034600,0.940,0.77900,0.000000,561.12,1490,,5530.00,0.96,[Fe/H],0.123,19h17m09.56s,289.2898190,+40d40m53.85s,40.6816262
Kepler-1439 b,Kepler-1439,8.07392849,0.059400,1.460,2.73000,0.000000,9.08,420,,3578.00,0.43,[Fe/H],-1.544,19h02m57.53s,285.7396971,+40d58m47.53s,40.9798688
Kepler-144 b,Kepler-144,5.88527300,0.066000,1.330,2.33000,0.000000,426.72,1253,,6075.00,1.24,[M/H],0.282,18h47m39.75s,281.9156128,+42d46m31.99s,42.7755535
Kepler-144 c,Kepler-144,10.10466500,0.094000,1.350,2.39000,0.000000,207.25,1046,,6075.00,1.24,[M/H],0.282,18h47m39.75s,281.9156128,+42d46m31.99s,42.7755535
Kepler-1440 b,Kepler-1440,39.85948400,0.227400,1.260,2.13000,0.000000,44.73,597,,5698.00,0.96,[Fe/H],0.377,19h01m23.27s,285.3469737,+48d18m44.02s,48.3122283
Kepler-1441 b,Kepler-1441,39.44198390,0.234600,1.310,2.27000,0.000000,33.05,682,,5802.00,1.00,[Fe/H],0.325,19h34m52.59s,293.7191177,+43d07m28.47s,43.1245756
Kepler-1442 b,Kepler-1442,81.41629410,0.403900,3.930,14.70000,0.000000,25.97,522,,6394.00,1.44,[Fe/H],0.651,19h25m01.35s,291.2556226,+48d50m48.90s,48.8469171
Kepler-1443 b,Kepler-1443,2.41811321,0.036800,0.970,0.87100,0.000000,2809.16,1602,,6289.00,1.27,[Fe/H],0.561,18h53m44.58s,283.4357392,+47d04m00.47s,47.0667983
Kepler-1444 b,Kepler-1444,33.42035034,0.201500,2.180,5.39000,0.000000,25.94,581,,5810.00,1.05,[Fe/H],0.021,19h01m19.36s,285.3306799,+42d02m25.81s,42.0405016
Kepler-1445 b,Kepler-1445,10.60052251,0.094800,0.960,0.84000,0.000000,248.55,987,,6150.00,1.26,[Fe/H],0.340,18h40m59.88s,280.2495197,+43d54m54.24s,43.9150665
Kepler-1446 b,Kepler-1446,0.68996783,0.014100,0.820,0.47700,0.000000,1213.33,1539,,4865.00,0.75,[Fe/H],-0.651,19h17m41.77s,289.4240357,+46d43m33.90s,46.7260823
Kepler-1447 b,Kepler-1447,56.67472850,0.283600,2.900,8.75000,0.000000,10.35,522,,5722.00,0.95,[Fe/H],-0.042,19h18m34.42s,289.6434285,+50d43m37.26s,50.7270160
Kepler-1448 b,Kepler-1448,12.27065865,0.105800,1.610,3.22000,0.000000,86.64,811,,5774.00,0.93,[Fe/H],-0.069,19h11m28.18s,287.8674123,+50d35m44.10s,50.5955846
Kepler-1449 b,Kepler-1449,13.22745280,0.117600,1.680,3.46000,0.000000,271.88,867,,5979.00,1.10,[Fe/H],0.509,19h12m55.62s,288.2317293,+50d34m04.20s,50.5678345
Kepler-145 b,Kepler-145,22.95100000,0.169900,2.650,37.10000,0.430000,154.71,873,,6022.00,1.85,[M/H],0.692,19h25m33.06s,291.3877397,+44d31m44.57s,44.5290465
Kepler-145 c,Kepler-145,42.88200000,0.257800,4.320,79.40000,0.110000,67.19,709,,6022.00,1.85,[M/H],0.692,19h25m33.06s,291.3877397,+44d31m44.57s,44.5290465
Kepler-1450 b,Kepler-1450,54.50941660,0.240100,1.710,3.57000,0.000000,3.08,308,,4524.00,0.68,[Fe/H],-0.768,19h38m12.88s,294.5536825,+45d04m52.68s,45.0813011
Kepler-1451 b,Kepler-1451,35.62223300,0.210100,3.350,11.20000,0.000000,18.75,523,,5782.00,0.99,[Fe/H],-0.119,19h33m47.14s,293.4464227,+40d24m35.57s,40.4098813
Kepler-1452 b,Kepler-1452,42.91375100,0.269700,2.700,7.75000,0.000000,73.50,810,,6101.00,2.06,[Fe/H],0.721,19h29m41.47s,292.4227920,+38d15m58.62s,38.2662824
Kepler-1453 b,Kepler-1453,47.16116960,0.262000,2.670,7.61000,0.000000,11.89,503,,5665.00,0.94,[Fe/H],-0.140,19h04m30.12s,286.1255037,+47d56m51.21s,47.9475586
Kepler-1454 b,Kepler-1454,47.03194790,0.244700,1.880,4.19000,0.000000,9.08,492,,5448.00,0.86,[Fe/H],-0.255,18h56m53.60s,284.2233265,+48d49m54.20s,48.8317229
Kepler-1455 b,Kepler-1455,49.27676400,0.214900,2.160,5.31000,0.000000,1.53,298,,4075.00,0.60,[Fe/H],-1.141,19h36m19.94s,294.0830662,+50d30m09.93s,50.5027572
Kepler-1456 b,Kepler-1456,18.13738290,0.113200,1.140,1.55000,0.000000,8.23,433,,4231.00,0.62,[Fe/H],-0.957,19h07m46.88s,286.9453381,+43d49m22.09s,43.8228023
Kepler-1457 b,Kepler-1457,51.11102430,0.266800,1.990,4.62000,0.000000,23.47,478,,5866.00,1.01,[Fe/H],0.215,18h55m04.93s,283.7705481,+42d01m37.93s,42.0272030
Kepler-1458 b,Kepler-1458,47.98727640,0.249500,2.760,8.05000,0.000000,8.29,493,,5653.00,0.94,[Fe/H],-0.240,18h52m50.78s,283.2115971,+41d02m16.85s,41.0380135
Kepler-1459 b,Kepler-1459,62.86916110,0.282900,1.360,2.42000,0.000000,3.51,349,,4828.00,0.74,[Fe/H],-0.523,18h49m41.51s,282.4229401,+46d00m50.31s,46.0139761
Kepler-146 b,Kepler-146,31.15879900,0.200000,3.710,13.30000,0.000000,32.89,639,,5948.00,1.21,[M/H],0.148,19h36m26.58s,294.1107631,+38d42m36.80s,38.7102222
Kepler-146 c,Kepler-146,76.73217100,0.364000,3.130,9.96000,0.000000,9.89,473,,5948.00,1.21,[M/H],0.148,19h36m26.58s,294.1107631,+38d42m36.80s,38.7102222
Kepler-1460 b,Kepler-1460,29.96332470,0.161400,1.960,4.50000,0.000000,5.47,391,,4422.00,0.67,[Fe/H],-0.844,19h02m13.87s,285.5577888,+44d00m38.96s,44.0108221
Kepler-1461 b,Kepler-1461,29.34947750,0.171500,2.030,4.78000,0.000000,8.88,451,,4919.00,0.74,[Fe/H],-0.645,19h03m19.32s,285.8305091,+43d11m54.16s,43.1983770
Kepler-1462 b,Kepler-1462,65.64883410,0.309400,3.820,14.00000,0.000000,4.70,390,,5756.00,1.00,[Fe/H],-0.314,19h45m35.41s,296.3975420,+42d23m48.94s,42.3969273
Kepler-1463 b,Kepler-1463,25.15864000,0.169400,1.860,4.12000,0.000000,57.63,619,,5679.00,0.95,[Fe/H],0.092,19h37m56.95s,294.4872785,+42d00m24.86s,42.0069064
Kepler-1464 b,Kepler-1464,31.77859010,0.180300,1.660,3.39000,0.000000,89.47,564,,5828.00,1.01,[Fe/H],0.430,19h08m56.56s,287.2356828,+38d45m14.70s,38.7540824
